Date,itemName,p_mean,p_75,p_25,weighting,p_mean_weighted,p_75_weighted,p_25 weighted
01/12/2014,Baked Beans,0.5668201,0.68,0.4,0.3,0.17004603,0.204,0.12
01/01/2015,Baked Beans,0.545774,0.68,0.4,0.3,0.1637322,0.204,0.12
01/02/2015,Baked Beans,0.5693644,0.68,0.4,0.3,0.17080932,0.204,0.12
01/03/2015,Baked Beans,0.5998755,0.75,0.4,0.3,0.17996265,0.225,0.12
01/04/2015,Baked Beans,0.6031147,0.75,0.4,0.3,0.18093441,0.225,0.12
01/05/2015,Baked Beans,0.6048571,0.75,0.4,0.3,0.18145713,0.225,0.12
01/06/2015,Baked Beans,0.5844672,0.75,0.4,0.3,0.17534016,0.225,0.12
01/07/2015,Baked Beans,0.5763673,0.75,0.4,0.3,0.17291019,0.225,0.12
01/08/2015,Baked Beans,0.5855601,0.75,0.4,0.3,0.17566803,0.225,0.12
01/09/2015,Baked Beans,0.5960656,0.75,0.4,0.3,0.17881968,0.225,0.12
01/10/2015,Baked Beans,0.5714463,0.75,0.35,0.3,0.17143389,0.225,0.105
01/11/2015,Baked Beans,0.5701632,0.75,0.35,0.3,0.17104896,0.225,0.105
01/12/2015,Baked Beans,0.5884898,0.75,0.35,0.3,0.17654694,0.225,0.105
01/01/2016,Baked Beans,0.5654286,0.75,0.35,0.3,0.16962858,0.225,0.105
01/02/2016,Baked Beans,0.5707408,0.75,0.35,0.3,0.17122224,0.225,0.105
01/03/2016,Baked Beans,0.5430864,0.75,0.35,0.3,0.16292592,0.225,0.105
01/04/2016,Baked Beans,0.5461667,0.75,0.35,0.3,0.16385001,0.225,0.105
01/05/2016,Baked Beans,0.5782041,0.75,0.35,0.3,0.17346123,0.225,0.105
01/06/2016,Baked Beans,0.5607025,0.75,0.35,0.3,0.16821075,0.225,0.105
01/07/2016,Baked Beans,0.5890083,0.75,0.35,0.3,0.17670249,0.225,0.105
01/08/2016,Baked Beans,0.516556,0.75,0.35,0.3,0.1549668,0.225,0.105
01/09/2016,Baked Beans,0.5684232,0.75,0.35,0.3,0.17052696,0.225,0.105
01/10/2016,Baked Beans,0.5715,0.75,0.35,0.3,0.17145,0.225,0.105
01/11/2016,Baked Beans,0.5916942,0.75,0.35,0.3,0.17750826,0.225,0.105
01/12/2016,Baked Beans,0.5913469,0.75,0.35,0.3,0.17740407,0.225,0.105
01/01/2017,Baked Beans,0.5264082,0.75,0.35,0.3,0.15792246,0.225,0.105
01/02/2017,Baked Beans,0.5847951,0.75,0.34,0.3,0.17543853,0.225,0.102
01/03/2017,Baked Beans,0.5865021,0.75,0.34,0.3,0.17595063,0.225,0.102
01/04/2017,Baked Beans,0.5567347,0.75,0.34,0.3,0.16702041,0.225,0.102
01/05/2017,Baked Beans,0.5775102,0.75,0.34,0.3,0.17325306,0.225,0.102
01/06/2017,Baked Beans,0.539834,0.75,0.34,0.3,0.1619502,0.225,0.102
01/07/2017,Baked Beans,0.5831276,0.75,0.3,0.3,0.17493828,0.225,0.09
01/08/2017,Baked Beans,0.5607377,0.75,0.3,0.3,0.16822131,0.225,0.09
01/09/2017,Baked Beans,0.5379012,0.75,0.3,0.3,0.16137036,0.225,0.09
01/10/2017,Baked Beans,0.5820339,0.75,0.3,0.3,0.17461017,0.225,0.09
01/11/2017,Baked Beans,0.6153882,0.75,0.32,0.3,0.18461646,0.225,0.096
01/12/2017,Baked Beans,0.5919299,0.75,0.32,0.3,0.17757897,0.225,0.096
01/01/2018,Baked Beans,0.5448536,0.75,0.3,0.3,0.16345608,0.225,0.09
01/02/2018,Baked Beans,0.5736639,0.75,0.3,0.3,0.17209917,0.225,0.09
01/03/2018,Baked Beans,0.5465974,0.75,0.3,0.3,0.16397922,0.225,0.09
01/04/2018,Baked Beans,0.5788608,0.75,0.3,0.3,0.17365824,0.225,0.09
01/05/2018,Baked Beans,0.5720707,0.75,0.3,0.3,0.17162121,0.225,0.09
01/06/2018,Baked Beans,0.55875,0.75,0.32,0.3,0.167625,0.225,0.096
01/07/2018,Baked Beans,0.5629156,0.75,0.32,0.3,0.16887468,0.225,0.096
01/08/2018,Baked Beans,0.5637215,0.75,0.32,0.3,0.16911645,0.225,0.096
01/09/2018,Baked Beans,0.5653543,0.75,0.32,0.3,0.16960629,0.225,0.096
01/10/2018,Baked Beans,0.5567352,0.75,0.32,0.3,0.16702056,0.225,0.096
01/11/2018,Baked Beans,0.5750518,0.75,0.32,0.3,0.17251554,0.225,0.096
01/12/2018,Baked Beans,0.5798461,0.75,0.32,0.3,0.17395383,0.225,0.096
01/01/2019,Baked Beans,0.5367436,0.75,0.32,0.3,0.16102308,0.225,0.096
01/02/2019,Baked Beans,0.5585484,0.75,0.32,0.3,0.16756452,0.225,0.096
01/03/2019,Baked Beans,0.5626667,0.75,0.32,0.3,0.16880001,0.225,0.096
01/04/2019,Baked Beans,0.5716535,0.75,0.32,0.3,0.17149605,0.225,0.096
01/05/2019,Baked Beans,0.5687088,0.75,0.32,0.3,0.17061264,0.225,0.096
01/06/2019,Baked Beans,0.5724366,0.75,0.32,0.3,0.17173098,0.225,0.096
01/07/2019,Baked Beans,0.5816368,0.75,0.32,0.3,0.17449104,0.225,0.096
01/08/2019,Baked Beans,0.5566154,0.75,0.32,0.3,0.16698462,0.225,0.096
01/09/2019,Baked Beans,0.5905076,0.79,0.32,0.3,0.17715228,0.237,0.096
01/10/2019,Baked Beans,0.6115601,0.85,0.3,0.3,0.18346803,0.255,0.09
01/11/2019,Baked Beans,0.6112755,0.85,0.3,0.3,0.18338265,0.255,0.09
01/12/2019,Baked Beans,0.6151523,0.85,0.3,0.3,0.18454569,0.255,0.09
01/01/2020,Baked Beans,0.6213776,0.85,0.3,0.3,0.18641328,0.255,0.09
01/02/2020,Baked Beans,0.6196891,0.85,0.3,0.3,0.18590673,0.255,0.09
01/03/2020,Baked Beans,0.6478723,0.85,0.32,0.3,0.19436169,0.255,0.096
01/04/2020,Baked Beans,0.5848583,0.85,0.3,0.3,0.17545749,0.255,0.09
01/05/2020,Baked Beans,0.6208544,0.85,0.3,0.3,0.18625632,0.255,0.09
01/06/2020,Baked Beans,0.6224294,0.85,0.3,0.3,0.18672882,0.255,0.09
01/07/2020,Baked Beans,0.6243333,0.85,0.3,0.3,0.18729999,0.255,0.09
01/08/2020,Baked Beans,0.6390297,0.85,0.3,0.3,0.19170891,0.255,0.09
01/09/2020,Baked Beans,0.6493461,0.85,0.3,0.3,0.19480383,0.255,0.09
01/10/2020,Baked Beans,0.6468919,0.85,0.3,0.3,0.19406757,0.255,0.09
01/11/2020,Baked Beans,0.650073,0.85,0.3,0.3,0.1950219,0.255,0.09
01/12/2020,Baked Beans,0.6525518,0.85,0.3,0.3,0.19576554,0.255,0.09
01/01/2021,Baked Beans,0.6707599,0.85,0.3,0.3,0.20122797,0.255,0.09
01/02/2021,Baked Beans,0.6763272,0.85,0.3,0.3,0.20289816,0.255,0.09
01/03/2021,Baked Beans,0.6465537,0.85,0.3,0.3,0.19396611,0.255,0.09
01/04/2021,Baked Beans,0.6543466,0.85,0.31,0.3,0.19630398,0.255,0.093
01/05/2021,Baked Beans,0.6458306,0.85,0.3,0.3,0.19374918,0.255,0.09
01/06/2021,Baked Beans,0.6364264,0.85,0.3,0.3,0.19092792,0.255,0.09
01/07/2021,Baked Beans,0.6528418,0.85,0.3,0.3,0.19585254,0.255,0.09
01/08/2021,Baked Beans,0.6525469,0.85,0.3,0.3,0.19576407,0.255,0.09
01/09/2021,Baked Beans,0.6535263,0.85,0.3,0.3,0.19605789,0.255,0.09
01/10/2021,Baked Beans,0.66311,0.85,0.33,0.3,0.198933,0.255,0.099
01/11/2021,Baked Beans,0.65625,0.85,0.35,0.3,0.196875,0.255,0.105
01/12/2021,Baked Beans,0.7507143,1,0.35,0.3,0.22521429,0.3,0.105
01/01/2022,Baked Beans,0.7519473,1,0.35,0.3,0.22558419,0.3,0.105
01/02/2022,Baked Beans,0.7479576,1,0.35,0.3,0.22438728,0.3,0.105
01/03/2022,Baked Beans,0.7499227,1,0.35,0.3,0.22497681,0.3,0.105
01/04/2022,Baked Beans,0.7428166,1,0.35,0.3,0.22284498,0.3,0.105
01/05/2022,Baked Beans,0.7585117,1,0.35,0.3,0.22755351,0.3,0.105
01/06/2022,Baked Beans,0.8560982,1.2,0.35,0.3,0.25682946,0.36,0.105
01/07/2022,Baked Beans,0.840557,1.2,0.4,0.3,0.2521671,0.36,0.12
01/08/2022,Baked Beans,0.8968408,1.2,0.4,0.3,0.26905224,0.36,0.12
01/09/2022,Baked Beans,0.8962467,1.2,0.4,0.3,0.26887401,0.36,0.12
01/10/2022,Baked Beans,0.9036316,1.2,0.4,0.3,0.27108948,0.36,0.12
01/11/2022,Baked Beans,0.9112669,1.2,0.5,0.3,0.27338007,0.36,0.15
01/01/2006,Eggs new,1.716389,1.895,1.5,0.083,0.142460287,0.157285,0.1245
01/02/2006,Eggs new,1.702194,1.94,1.44,0.083,0.141282102,0.16102,0.11952
01/03/2006,Eggs new,1.751523,1.98,1.52,0.083,0.145376409,0.16434,0.12616
01/04/2006,Eggs new,1.699677,1.94,1.49,0.083,0.141073191,0.16102,0.12367
01/05/2006,Eggs new,1.730694,1.9,1.54,0.083,0.143647602,0.1577,0.12782
01/06/2006,Eggs new,1.767108,1.98,1.55,0.083,0.146669964,0.16434,0.12865
01/07/2006,Eggs new,1.760598,1.96,1.52,0.083,0.146129634,0.16268,0.12616
01/08/2006,Eggs new,1.798455,1.98,1.6,0.083,0.149271765,0.16434,0.1328
01/09/2006,Eggs new,1.813173,1.98,1.58,0.083,0.150493359,0.16434,0.13114
01/10/2006,Eggs new,1.842803,1.98,1.6,0.083,0.152952649,0.16434,0.1328
01/11/2006,Eggs new,1.837749,1.98,1.62,0.083,0.152533167,0.16434,0.13446
01/12/2006,Eggs new,1.916419,2.09,1.72,0.083,0.159062777,0.17347,0.14276
01/01/2007,Eggs new,1.93345,2.1,1.75,0.083,0.16047635,0.1743,0.14525
01/02/2007,Eggs new,1.968826,2.18,1.75,0.083,0.163412558,0.18094,0.14525
01/03/2007,Eggs new,1.990564,2.18,1.75,0.083,0.165216812,0.18094,0.14525
01/04/2007,Eggs new,1.987126,2.18,1.75,0.083,0.164931458,0.18094,0.14525
01/05/2007,Eggs new,1.992374,2.18,1.75,0.083,0.165367042,0.18094,0.14525
01/06/2007,Eggs new,2.003594,2.18,1.75,0.083,0.166298302,0.18094,0.14525
01/07/2007,Eggs new,2.01581,2.18,1.75,0.083,0.16731223,0.18094,0.14525
01/08/2007,Eggs new,2.094093,2.38,1.94,0.083,0.173809719,0.19754,0.16102
01/09/2007,Eggs new,2.190644,2.38,1.98,0.083,0.181823452,0.19754,0.16434
01/10/2007,Eggs new,2.331897,2.56,2.1,0.083,0.193547451,0.21248,0.1743
01/11/2007,Eggs new,2.55255,2.78,2.3,0.083,0.21186165,0.23074,0.1909
01/12/2007,Eggs new,2.573372,2.78,2.38,0.083,0.213589876,0.23074,0.19754
01/01/2008,Eggs new,2.580598,2.78,2.38,0.083,0.214189634,0.23074,0.19754
01/02/2008,Eggs new,2.596507,2.8,2.38,0.083,0.215510081,0.2324,0.19754
01/03/2008,Eggs new,2.645622,2.9,2.45,0.083,0.219586626,0.2407,0.20335
01/04/2008,Eggs new,2.667368,2.9,2.48,0.083,0.221391544,0.2407,0.20584
01/05/2008,Eggs new,2.76687,2.99,2.58,0.083,0.22965021,0.24817,0.21414
01/06/2008,Eggs new,2.77502,3.04,2.58,0.083,0.23032666,0.25232,0.21414
01/07/2008,Eggs new,2.728413,3.04,2.47,0.083,0.226458279,0.25232,0.20501
01/08/2008,Eggs new,2.750949,2.99,2.58,0.083,0.228328767,0.24817,0.21414
01/09/2008,Eggs new,2.797665,3.04,2.58,0.083,0.232206195,0.25232,0.21414
01/10/2008,Eggs new,2.786798,3.04,2.58,0.083,0.231304234,0.25232,0.21414
01/11/2008,Eggs new,2.800324,3.04,2.58,0.083,0.232426892,0.25232,0.21414
01/12/2008,Eggs new,2.799839,3.04,2.58,0.083,0.232386637,0.25232,0.21414
01/01/2009,Eggs new,2.79208,3.04,2.58,0.083,0.23174264,0.25232,0.21414
01/02/2009,Eggs new,2.82114,3.04,2.58,0.083,0.23415462,0.25232,0.21414
01/03/2009,Eggs new,2.901176,3.04,2.69,0.083,0.240797608,0.25232,0.22327
01/04/2009,Eggs new,2.907976,3.04,2.72,0.083,0.241362008,0.25232,0.22576
01/05/2009,Eggs new,2.966374,3.15,2.74,0.083,0.246209042,0.26145,0.22742
01/06/2009,Eggs new,2.974308,3.16,2.74,0.083,0.246867564,0.26228,0.22742
01/07/2009,Eggs new,2.951907,3.16,2.74,0.083,0.245008281,0.26228,0.22742
01/08/2009,Eggs new,2.957882,3.16,2.74,0.083,0.245504206,0.26228,0.22742
01/09/2009,Eggs new,2.947977,3.16,2.74,0.083,0.244682091,0.26228,0.22742
01/10/2009,Eggs new,2.93324,3.16,2.74,0.083,0.24345892,0.26228,0.22742
01/11/2009,Eggs new,2.939685,3.16,2.76,0.083,0.243993855,0.26228,0.22908
01/12/2009,Eggs new,2.964375,3.16,2.785,0.083,0.246043125,0.26228,0.231155
01/01/2010,Eggs new,2.99325,3.17,2.84,0.083,0.24843975,0.26311,0.23572
01/02/2010,Eggs new,3.018734,3.26,2.89,0.083,0.250554922,0.27058,0.23987
01/03/2010,Eggs new,2.997659,3.26,2.85,0.083,0.248805697,0.27058,0.23655
01/04/2010,Eggs new,2.976126,3.26,2.85,0.083,0.247018458,0.27058,0.23655
01/05/2010,Eggs new,2.987977,3.26,2.88,0.083,0.248002091,0.27058,0.23904
01/06/2010,Eggs new,3.004087,3.26,2.88,0.083,0.249339221,0.27058,0.23904
01/07/2010,Eggs new,3.012992,3.26,2.89,0.083,0.250078336,0.27058,0.23987
01/08/2010,Eggs new,3.018282,3.26,2.89,0.083,0.250517406,0.27058,0.23987
01/09/2010,Eggs new,3.009693,3.26,2.89,0.083,0.249804519,0.27058,0.23987
01/10/2010,Eggs new,2.94529,3.26,2.75,0.083,0.24445907,0.27058,0.22825
01/11/2010,Eggs new,2.987977,3.26,2.88,0.083,0.248002091,0.27058,0.23904
01/12/2010,Eggs new,3.007594,3.26,2.89,0.083,0.249630302,0.27058,0.23987
01/01/2011,Eggs new,3.062121,3.3,2.89,0.083,0.254156043,0.2739,0.23987
01/02/2011,Eggs new,3.027619,3.28,2.885,0.083,0.251292377,0.27224,0.239455
01/03/2011,Eggs new,3.053281,3.28,2.87,0.083,0.253422323,0.27224,0.23821
01/04/2011,Eggs new,3.04502,3.28,2.89,0.083,0.25273666,0.27224,0.23987
01/05/2011,Eggs new,3.068431,3.36,2.92,0.083,0.254679773,0.27888,0.24236
01/06/2011,Eggs new,3.056452,3.36,2.99,0.083,0.253685516,0.27888,0.24817
01/07/2011,Eggs new,3.07126,3.3,2.96,0.083,0.25491458,0.2739,0.24568
01/08/2011,Eggs new,3.0434,3.3,2.88,0.083,0.2526022,0.2739,0.23904
01/09/2011,Eggs new,3.01976,3.3,2.88,0.083,0.25064008,0.2739,0.23904
01/10/2011,Eggs new,2.91211,3.29,2.6,0.083,0.24170513,0.27307,0.2158
01/11/2011,Eggs new,2.93624,3.29,2.6,0.083,0.24370792,0.27307,0.2158
01/12/2011,Eggs new,2.918794,3.29,2.6,0.083,0.242259902,0.27307,0.2158
01/01/2012,Eggs new,2.888161,3.26,2.6,0.083,0.239717363,0.27058,0.2158
01/02/2012,Eggs new,2.907461,3.29,2.5,0.083,0.241319263,0.27307,0.2075
01/03/2012,Eggs new,2.962752,3.29,2.7,0.083,0.245908416,0.27307,0.2241
01/04/2012,Eggs new,3.014685,3.29,2.78,0.083,0.250218855,0.27307,0.23074
01/05/2012,Eggs new,3.011407,3.29,2.78,0.083,0.249946781,0.27307,0.23074
01/06/2012,Eggs new,3.01187,3.29,2.78,0.083,0.24998521,0.27307,0.23074
01/07/2012,Eggs new,2.967993,3.26,2.78,0.083,0.246343419,0.27058,0.23074
01/08/2012,Eggs new,2.978493,3.28,2.78,0.083,0.247214919,0.27224,0.23074
01/09/2012,Eggs new,3.008388,3.26,2.78,0.083,0.249696204,0.27058,0.23074
01/10/2012,Eggs new,2.984307,3.19,2.78,0.083,0.247697481,0.26477,0.23074
01/11/2012,Eggs new,3.013841,3.34,2.78,0.083,0.250148803,0.27722,0.23074
01/12/2012,Eggs new,3.037491,3.2,2.78,0.083,0.252111753,0.2656,0.23074
01/01/2013,Eggs new,2.983505,3.19,2.78,0.083,0.247630915,0.26477,0.23074
01/02/2013,Eggs new,2.967689,3.18,2.78,0.083,0.246318187,0.26394,0.23074
01/03/2013,Eggs new,2.943256,3.32,2.65,0.083,0.244290248,0.27556,0.21995
01/04/2013,Eggs new,2.921769,3.165,2.78,0.083,0.242506827,0.262695,0.23074
01/05/2013,Eggs new,2.95566,3.25,2.78,0.083,0.24531978,0.26975,0.23074
01/06/2013,Eggs new,2.909158,3.25,2.68,0.083,0.241460114,0.26975,0.22244
01/07/2013,Eggs new,2.9303,3.25,2.65,0.083,0.2432149,0.26975,0.21995
01/08/2013,Eggs new,2.93917,3.25,2.65,0.083,0.24395111,0.26975,0.21995
01/09/2013,Eggs new,2.968689,3.25,2.7,0.083,0.246401187,0.26975,0.2241
01/10/2013,Eggs new,2.977555,3.25,2.68,0.083,0.247137065,0.26975,0.22244
01/11/2013,Eggs new,2.969783,3.25,2.6,0.083,0.246491989,0.26975,0.2158
01/12/2013,Eggs new,3.007971,3.25,2.76,0.083,0.249661593,0.26975,0.22908
01/01/2014,Eggs new,3.026227,3.25,2.78,0.083,0.251176841,0.26975,0.23074
01/02/2014,Eggs new,2.996038,3.25,2.7,0.083,0.248671154,0.26975,0.2241
01/03/2014,Eggs new,2.986402,3.2,2.7,0.083,0.247871366,0.2656,0.2241
01/04/2014,Eggs new,2.911406,3.2,2.58,0.083,0.241646698,0.2656,0.21414
01/05/2014,Eggs new,2.769004,2.99,2.2,0.083,0.229827332,0.24817,0.1826
01/06/2014,Eggs new,2.788902,2.99,2.49,0.083,0.231478866,0.24817,0.20667
01/07/2014,Eggs new,2.820906,2.99,2.5,0.083,0.234135198,0.24817,0.2075
01/08/2014,Eggs new,2.771916,2.99,2.2,0.083,0.230069028,0.24817,0.1826
01/09/2014,Eggs new,2.826887,3,2.5,0.083,0.234631621,0.249,0.2075
01/10/2014,Eggs new,2.800772,2.99,2.5,0.083,0.232464076,0.24817,0.2075
01/11/2014,Eggs new,2.767364,2.99,2.49,0.083,0.229691212,0.24817,0.20667
01/12/2014,Eggs new,2.764853,2.99,2.5,0.083,0.229482799,0.24817,0.2075
01/01/2015,Eggs new,2.707664,2.99,2,0.083,0.224736112,0.24817,0.166
01/02/2015,Eggs new,2.593227,2.99,2,0.083,0.215237841,0.24817,0.166
01/03/2015,Eggs new,2.604981,2.99,2,0.083,0.216213423,0.24817,0.166
01/04/2015,Eggs new,2.641223,2.99,2.25,0.083,0.219221509,0.24817,0.18675
01/05/2015,Eggs new,2.650251,2.99,2.25,0.083,0.219970833,0.24817,0.18675
01/06/2015,Eggs new,2.624789,2.99,1.79,0.083,0.217857487,0.24817,0.14857
01/07/2015,Eggs new,2.593504,2.99,1.99,0.083,0.215260832,0.24817,0.16517
01/08/2015,Eggs new,2.590789,2.99,1.96,0.083,0.215035487,0.24817,0.16268
01/09/2015,Eggs new,2.58975,2.99,1.97,0.083,0.21494925,0.24817,0.16351
01/10/2015,Eggs new,2.582453,2.99,1.93,0.083,0.214343599,0.24817,0.16019
01/11/2015,Eggs new,2.589129,2.99,1.945,0.083,0.214897707,0.24817,0.161435
01/12/2015,Eggs new,2.582911,2.99,1.98,0.083,0.214381613,0.24817,0.16434
01/01/2016,Eggs new,2.580806,2.99,1.96,0.083,0.214206898,0.24817,0.16268
01/02/2016,Eggs new,2.563394,2.99,1.82,0.083,0.212761702,0.24817,0.15106
01/03/2016,Eggs new,2.367986,2.7,1.82,0.083,0.196542838,0.2241,0.15106
01/04/2016,Eggs new,2.381223,2.7,1.88,0.083,0.197641509,0.2241,0.15604
01/05/2016,Eggs new,2.362724,2.7,1.78,0.083,0.196106092,0.2241,0.14774
01/06/2016,Eggs new,2.337581,2.58,1.78,0.083,0.194019223,0.21414,0.14774
01/07/2016,Eggs new,2.326703,2.58,1.78,0.083,0.193116349,0.21414,0.14774
01/08/2016,Eggs new,2.329182,2.58,1.78,0.083,0.193322106,0.21414,0.14774
01/09/2016,Eggs new,2.333145,2.58,1.78,0.083,0.193651035,0.21414,0.14774
01/10/2016,Eggs new,2.263654,2.49,1.78,0.083,0.187883282,0.20667,0.14774
01/11/2016,Eggs new,2.327573,2.58,1.78,0.083,0.193188559,0.21414,0.14774
01/12/2016,Eggs new,2.338022,2.58,1.78,0.083,0.194055826,0.21414,0.14774
01/01/2017,Eggs new,2.346989,2.58,1.85,0.083,0.194800087,0.21414,0.15355
01/02/2017,Eggs new,2.35208,2.58,1.85,0.083,0.19522264,0.21414,0.15355
01/03/2017,Eggs new,2.359819,2.58,1.85,0.083,0.195864977,0.21414,0.15355
01/04/2017,Eggs new,2.372681,2.65,1.8,0.083,0.196932523,0.21995,0.1494
01/05/2017,Eggs new,2.350963,2.58,1.78,0.083,0.195129929,0.21414,0.14774
01/06/2017,Eggs new,2.366643,2.58,1.78,0.083,0.196431369,0.21414,0.14774
01/07/2017,Eggs new,2.360866,2.6,1.78,0.083,0.195951878,0.2158,0.14774
01/08/2017,Eggs new,2.331286,2.58,1.78,0.083,0.193496738,0.21414,0.14774
01/09/2017,Eggs new,2.357766,2.6,1.8,0.083,0.195694578,0.2158,0.1494
01/10/2017,Eggs new,2.338932,2.58,1.8,0.083,0.194131356,0.21414,0.1494
01/11/2017,Eggs new,2.365338,2.7,1.8,0.083,0.196323054,0.2241,0.1494
01/12/2017,Eggs new,2.36539,2.7,1.8,0.083,0.19632737,0.2241,0.1494
01/01/2018,Eggs new,2.370355,2.7,1.8,0.083,0.196739465,0.2241,0.1494
01/02/2018,Eggs new,2.318375,2.58,1.78,0.083,0.192425125,0.21414,0.14774
01/03/2018,Eggs new,2.319328,2.58,1.83,0.083,0.192504224,0.21414,0.15189
01/04/2018,Eggs new,2.296546,2.55,1.78,0.083,0.190613318,0.21165,0.14774
01/05/2018,Eggs new,2.293333,2.55,1.78,0.083,0.190346639,0.21165,0.14774
01/06/2018,Eggs new,2.28448,2.55,1.78,0.083,0.18961184,0.21165,0.14774
01/07/2018,Eggs new,2.280813,2.55,1.78,0.083,0.189307479,0.21165,0.14774
01/08/2018,Eggs new,2.282092,2.58,1.8,0.083,0.189413636,0.21414,0.1494
01/09/2018,Eggs new,2.261945,2.57,1.79,0.083,0.187741435,0.21331,0.14857
01/10/2018,Eggs new,2.277379,2.58,1.8,0.083,0.189022457,0.21414,0.1494
01/11/2018,Eggs new,2.245421,2.55,1.79,0.083,0.186369943,0.21165,0.14857
01/12/2018,Eggs new,2.234483,2.55,1.78,0.083,0.185462089,0.21165,0.14774
01/01/2019,Eggs new,2.313701,2.6,1.85,0.083,0.192037183,0.2158,0.15355
01/02/2019,Eggs new,2.262268,2.58,1.75,0.083,0.187768244,0.21414,0.14525
01/03/2019,Eggs new,2.221588,2.55,1.75,0.083,0.184391804,0.21165,0.14525
01/04/2019,Eggs new,2.22,2.55,1.75,0.083,0.18426,0.21165,0.14525
01/05/2019,Eggs new,2.2291,2.55,1.75,0.083,0.1850153,0.21165,0.14525
01/06/2019,Eggs new,2.222056,2.55,1.7,0.083,0.184430648,0.21165,0.1411
01/07/2019,Eggs new,2.199433,2.55,1.7,0.083,0.182552939,0.21165,0.1411
01/08/2019,Eggs new,2.192007,2.55,1.7,0.083,0.181936581,0.21165,0.1411
01/09/2019,Eggs new,2.180146,2.55,1.7,0.083,0.180952118,0.21165,0.1411
01/10/2019,Eggs new,2.16493,2.55,1.7,0.083,0.17968919,0.21165,0.1411
01/11/2019,Eggs new,2.178321,2.55,1.7,0.083,0.180800643,0.21165,0.1411
01/12/2019,Eggs new,2.190436,2.55,1.7,0.083,0.181806188,0.21165,0.1411
01/01/2020,Eggs new,2.19539,2.55,1.7,0.083,0.18221737,0.21165,0.1411
01/02/2020,Eggs new,2.196703,2.55,1.7,0.083,0.182326349,0.21165,0.1411
01/03/2020,Eggs new,2.166289,2.5,1.7,0.083,0.179801987,0.2075,0.1411
01/04/2020,Eggs new,2.266933,2.7,1.7,0.083,0.188155439,0.2241,0.1411
01/05/2020,Eggs new,2.304432,2.7,1.7,0.083,0.191267856,0.2241,0.1411
01/06/2020,Eggs new,2.377056,2.7,1.8,0.083,0.197295648,0.2241,0.1494
01/07/2020,Eggs new,2.365638,2.7,1.78,0.083,0.196347954,0.2241,0.14774
01/08/2020,Eggs new,2.206883,2.5,1.7,0.083,0.183171289,0.2075,0.1411
01/09/2020,Eggs new,2.245667,2.525,1.69,0.083,0.186390361,0.209575,0.14027
01/10/2020,Eggs new,2.200656,2.4,1.7,0.083,0.182654448,0.1992,0.1411
01/11/2020,Eggs new,2.079591,2.25,1.69,0.083,0.172606053,0.18675,0.14027
01/12/2020,Eggs new,2.061344,2.25,1.69,0.083,0.171091552,0.18675,0.14027
01/01/2021,Eggs new,2.026798,2.2,1.69,0.083,0.168224234,0.1826,0.14027
01/02/2021,Eggs new,2.03319,2.2,1.69,0.083,0.16875477,0.1826,0.14027
01/03/2021,Eggs new,2.160258,2.4,1.7,0.083,0.179301414,0.1992,0.1411
01/04/2021,Eggs new,2.168388,2.4,1.7,0.083,0.179976204,0.1992,0.1411
01/05/2021,Eggs new,2.222396,2.6,1.7,0.083,0.184458868,0.2158,0.1411
01/06/2021,Eggs new,2.259091,2.675,1.755,0.083,0.187504553,0.222025,0.145665
01/07/2021,Eggs new,2.237594,2.5,1.75,0.083,0.185720302,0.2075,0.14525
01/08/2021,Eggs new,2.226968,2.4,1.78,0.083,0.184838344,0.1992,0.14774
01/09/2021,Eggs new,2.243593,2.5,1.79,0.083,0.186218219,0.2075,0.14857
01/10/2021,Eggs new,2.27261,2.5,1.8,0.083,0.18862663,0.2075,0.1494
01/11/2021,Eggs new,2.26871,2.6,1.8,0.083,0.18830293,0.2158,0.1494
01/12/2021,Eggs new,2.211853,2.5,1.8,0.083,0.183583799,0.2075,0.1494
01/01/2022,Eggs new,2.224755,2.5,1.8,0.083,0.184654665,0.2075,0.1494
01/02/2022,Eggs new,2.561805,3.25,1.89,0.083,0.212629815,0.26975,0.15687
01/03/2022,Eggs new,2.634506,3.25,1.89,0.083,0.218663998,0.26975,0.15687
01/04/2022,Eggs new,2.598814,3,1.985,0.083,0.215701562,0.249,0.164755
01/05/2022,Eggs new,2.719819,3.4,2,0.083,0.225744977,0.2822,0.166
01/06/2022,Eggs new,2.75,3.3,2.09,0.083,0.22825,0.2739,0.17347
01/07/2022,Eggs new,2.77721,3.3,2.09,0.083,0.23050843,0.2739,0.17347
01/08/2022,Eggs new,2.853301,3.49,2.09,0.083,0.236823983,0.28967,0.17347
01/09/2022,Eggs new,3.154768,3.95,2.295,0.083,0.261845744,0.32785,0.190485
01/10/2022,Eggs new,3.213478,3.95,2.3,0.083,0.266718674,0.32785,0.1909
01/11/2022,Eggs new,3.386105,4.1,2.35,0.083,0.281046715,0.3403,0.19505
01/01/2006,Mushrooms,2.865676,3.34,2.3,0.09,0.25791084,0.3006,0.207
01/02/2006,Mushrooms,2.861389,3.435,2.3,0.09,0.25752501,0.30915,0.207
01/03/2006,Mushrooms,2.848289,3.42,2.3,0.09,0.25634601,0.3078,0.207
01/04/2006,Mushrooms,2.86355,3.39,2.3,0.09,0.2577195,0.3051,0.207
01/05/2006,Mushrooms,2.868099,3.34,2.3,0.09,0.25812891,0.3006,0.207
