quote_date,item_id,p_mean,p_75,p_median,p_25,date,dateStata,dateISO,obs,year,month,quarter,itemName
202008,610231,166.7286,201.4,168,120,391,2020-08-01,01/08/2020,112987,2020,8,3,Service
202009,610231,168.8198,203.5,168,122.5,392,2020-09-01,01/09/2020,116062,2020,9,3,Service
202010,610231,167.3286,203,166.5,120,393,2020-10-01,01/10/2020,116826,2020,10,4,Service
202011,610231,166.5763,203,168,120,394,2020-11-01,01/11/2020,82553,2020,11,4,Service
202012,610231,170.7843,204,168,120,395,2020-12-01,01/12/2020,94790,2020,12,4,Service
202101,610231,173.0207,204.5,169.5,120,396,2021-01-01,01/01/2021,94079,2021,1,1,Service
202102,610231,170.7836,204,168,120,397,2021-02-01,01/02/2021,98049,2021,2,1,Service
202103,610231,169.4052,205,168,120,398,2021-03-01,01/03/2021,100972,2021,3,1,Service
202104,610231,169.9574,204,165.5,120,399,2021-04-01,01/04/2021,102092,2021,4,2,Service
202105,610231,171.6526,205,168.77,120,400,2021-05-01,01/05/2021,95210,2021,5,2,Service
202106,610231,171.1723,205,168.885,120,401,2021-06-01,01/06/2021,109408,2021,6,2,Service
202107,610231,172.4209,210,169,120,402,2021-07-01,01/07/2021,122056,2021,7,3,Service
202108,610231,170.3726,200,168.385,120,403,2021-08-01,01/08/2021,123477,2021,8,3,Service
202109,610231,169.8703,205,169.5,125,404,2021-09-01,01/09/2021,122686,2021,9,3,Service
202110,610231,169.5178,205,168,130,405,2021-10-01,01/10/2021,123103,2021,10,4,Service
202111,610231,168.4978,204.5,166.5,132,406,2021-11-01,01/11/2021,123532,2021,11,4,Service
202112,610231,170.1035,205,168,132,407,2021-12-01,01/12/2021,123086,2021,12,4,Service
202201,610231,172.9367,204,169.5,132.5,408,2022-01-01,01/01/2022,123655,2022,1,1,Service
202202,610231,177.6788,222,174,140,409,2022-02-01,01/02/2022,121928,2022,2,1,Service
202203,610231,179.1041,222,174,140,410,2022-03-01,01/03/2022,125713,2022,3,1,Service
202204,610231,178.4932,219.99,180,140,411,2022-04-01,01/04/2022,127157,2022,4,2,Service
202205,610231,182.8128,224,180,141.73,412,2022-05-01,01/05/2022,127155,2022,5,2,Service
202206,610231,186.1705,239.4,180,140,413,2022-06-01,01/06/2022,127526,2022,6,2,Service
202207,610231,190.7774,240,188.66,145,414,2022-07-01,01/07/2022,127040,2022,7,3,Service
202208,610231,186.3321,230,186,144,415,2022-08-01,01/08/2022,125392,2022,8,3,Service
202209,610231,185.5875,230,180,145,416,2022-09-01,01/09/2022,125502,2022,9,3,Service
202210,610231,185.7439,230,188.38,145,417,2022-10-01,01/10/2022,125741,2022,10,4,Service
202211,610231,188.5872,239.4,190,145,418,2022-11-01,01/11/2022,124635,2022,11,4,Service
,,1.11,,,,,2010-01-01,,,,,,Petrol
,,1.12,,,,,2010-02-01,,,,,,Petrol
,,1.15,,,,,2010-03-01,,,,,,Petrol
,,1.21,,,,,2010-04-01,,,,,,Petrol
,,1.21,,,,,2010-05-01,,,,,,Petrol
,,1.18,,,,,2010-06-01,,,,,,Petrol
,,1.17,,,,,2010-07-01,,,,,,Petrol
,,1.16,,,,,2010-08-01,,,,,,Petrol
,,1.15,,,,,2010-09-01,,,,,,Petrol
,,1.17,,,,,2010-10-01,,,,,,Petrol
,,1.19,,,,,2010-11-01,,,,,,Petrol
,,1.22,,,,,2010-12-01,,,,,,Petrol
,,1.27,,,,,2011-01-01,,,,,,Petrol
,,1.29,,,,,2011-02-01,,,,,,Petrol
,,1.32,,,,,2011-03-01,,,,,,Petrol
,,1.34,,,,,2011-04-01,,,,,,Petrol
,,1.36,,,,,2011-05-01,,,,,,Petrol
,,1.36,,,,,2011-06-01,,,,,,Petrol
,,1.34,,,,,2011-07-01,,,,,,Petrol
,,1.36,,,,,2011-08-01,,,,,,Petrol
,,1.35,,,,,2011-09-01,,,,,,Petrol
,,1.34,,,,,2011-10-01,,,,,,Petrol
,,1.34,,,,,2011-11-01,,,,,,Petrol
,,1.33,,,,,2011-12-01,,,,,,Petrol
,,1.33,,,,,2012-01-01,,,,,,Petrol
,,1.35,,,,,2012-02-01,,,,,,Petrol
,,1.38,,,,,2012-03-01,,,,,,Petrol
,,1.42,,,,,2012-04-01,,,,,,Petrol
,,1.38,,,,,2012-05-01,,,,,,Petrol
,,1.32,,,,,2012-06-01,,,,,,Petrol
,,1.31,,,,,2012-07-01,,,,,,Petrol
,,1.34,,,,,2012-08-01,,,,,,Petrol
,,1.39,,,,,2012-09-01,,,,,,Petrol
,,1.38,,,,,2012-10-01,,,,,,Petrol
,,1.35,,,,,2012-11-01,,,,,,Petrol
,,1.33,,,,,2012-12-01,,,,,,Petrol
,,1.32,,,,,2013-01-01,,,,,,Petrol
,,1.36,,,,,2013-02-01,,,,,,Petrol
,,1.4,,,,,2013-03-01,,,,,,Petrol
,,1.37,,,,,2013-04-01,,,,,,Petrol
,,1.33,,,,,2013-05-01,,,,,,Petrol
,,1.34,,,,,2013-06-01,,,,,,Petrol
,,1.34,,,,,2013-07-01,,,,,,Petrol
,,1.37,,,,,2013-08-01,,,,,,Petrol
,,1.38,,,,,2013-09-01,,,,,,Petrol
,,1.32,,,,,2013-10-01,,,,,,Petrol
,,1.3,,,,,2013-11-01,,,,,,Petrol
,,1.31,,,,,2013-12-01,,,,,,Petrol
,,1.3,,,,,2014-01-01,,,,,,Petrol
,,1.29,,,,,2014-02-01,,,,,,Petrol
,,1.29,,,,,2014-03-01,,,,,,Petrol
,,1.29,,,,,2014-04-01,,,,,,Petrol
,,1.3,,,,,2014-05-01,,,,,,Petrol
,,1.3,,,,,2014-06-01,,,,,,Petrol
,,1.31,,,,,2014-07-01,,,,,,Petrol
,,1.29,,,,,2014-08-01,,,,,,Petrol
,,1.28,,,,,2014-09-01,,,,,,Petrol
,,1.27,,,,,2014-10-01,,,,,,Petrol
,,1.23,,,,,2014-11-01,,,,,,Petrol
,,1.2,,,,,2014-12-01,,,,,,Petrol
,,1.09,,,,,2015-01-01,,,,,,Petrol
,,1.07,,,,,2015-02-01,,,,,,Petrol
,,1.11,,,,,2015-03-01,,,,,,Petrol
,,1.13,,,,,2015-04-01,,,,,,Petrol
,,1.15,,,,,2015-05-01,,,,,,Petrol
,,1.16,,,,,2015-06-01,,,,,,Petrol
,,1.16,,,,,2015-07-01,,,,,,Petrol
,,1.15,,,,,2015-08-01,,,,,,Petrol
,,1.11,,,,,2015-09-01,,,,,,Petrol
,,1.09,,,,,2015-10-01,,,,,,Petrol
,,1.07,,,,,2015-11-01,,,,,,Petrol
,,1.04,,,,,2015-12-01,,,,,,Petrol
,,1.02,,,,,2016-01-01,,,,,,Petrol
,,1.01,,,,,2016-02-01,,,,,,Petrol
,,1.02,,,,,2016-03-01,,,,,,Petrol
,,1.05,,,,,2016-04-01,,,,,,Petrol
,,1.08,,,,,2016-05-01,,,,,,Petrol
,,1.11,,,,,2016-06-01,,,,,,Petrol
,,1.12,,,,,2016-07-01,,,,,,Petrol
,,1.09,,,,,2016-08-01,,,,,,Petrol
,,1.11,,,,,2016-09-01,,,,,,Petrol
,,1.12,,,,,2016-10-01,,,,,,Petrol
,,1.17,,,,,2016-11-01,,,,,,Petrol
,,1.14,,,,,2016-12-01,,,,,,Petrol
,,1.18,,,,,2017-01-01,,,,,,Petrol
,,1.2,,,,,2017-02-01,,,,,,Petrol
,,1.2,,,,,2017-03-01,,,,,,Petrol
,,1.17,,,,,2017-04-01,,,,,,Petrol
,,1.16,,,,,2017-05-01,,,,,,Petrol
,,1.16,,,,,2017-06-01,,,,,,Petrol
,,1.14,,,,,2017-07-01,,,,,,Petrol
,,1.16,,,,,2017-08-01,,,,,,Petrol
,,1.18,,,,,2017-09-01,,,,,,Petrol
,,1.17,,,,,2017-10-01,,,,,,Petrol
,,1.19,,,,,2017-11-01,,,,,,Petrol
,,1.2,,,,,2017-12-01,,,,,,Petrol
,,1.21,,,,,2018-01-01,,,,,,Petrol
,,1.22,,,,,2018-02-01,,,,,,Petrol
,,1.19,,,,,2018-03-01,,,,,,Petrol
,,1.21,,,,,2018-04-01,,,,,,Petrol
,,1.24,,,,,2018-05-01,,,,,,Petrol
,,1.29,,,,,2018-06-01,,,,,,Petrol
,,1.27,,,,,2018-07-01,,,,,,Petrol
,,1.28,,,,,2018-08-01,,,,,,Petrol
,,1.3,,,,,2018-09-01,,,,,,Petrol
,,1.31,,,,,2018-10-01,,,,,,Petrol
,,1.29,,,,,2018-11-01,,,,,,Petrol
,,1.22,,,,,2018-12-01,,,,,,Petrol
,,1.2,,,,,2019-01-01,,,,,,Petrol
,,1.19,,,,,2019-02-01,,,,,,Petrol
,,1.2,,,,,2019-03-01,,,,,,Petrol
,,1.23,,,,,2019-04-01,,,,,,Petrol
,,1.28,,,,,2019-05-01,,,,,,Petrol
,,1.29,,,,,2019-06-01,,,,,,Petrol
,,1.27,,,,,2019-07-01,,,,,,Petrol
,,1.28,,,,,2019-08-01,,,,,,Petrol
,,1.28,,,,,2019-09-01,,,,,,Petrol
,,1.27,,,,,2019-10-01,,,,,,Petrol
,,1.26,,,,,2019-11-01,,,,,,Petrol
,,1.25,,,,,2019-12-01,,,,,,Petrol
,,1.27,,,,,2020-01-01,,,,,,Petrol
,,1.24,,,,,2020-02-01,,,,,,Petrol
,,1.2,,,,,2020-03-01,,,,,,Petrol
,,1.09,,,,,2020-04-01,,,,,,Petrol
,,1.05,,,,,2020-05-01,,,,,,Petrol
,,1.06,,,,,2020-06-01,,,,,,Petrol
,,1.11,,,,,2020-07-01,,,,,,Petrol
,,1.13,,,,,2020-08-01,,,,,,Petrol
,,1.13,,,,,2020-09-01,,,,,,Petrol
,,1.13,,,,,2020-10-01,,,,,,Petrol
,,1.12,,,,,2020-11-01,,,,,,Petrol
,,1.14,,,,,2020-12-01,,,,,,Petrol
,,1.16,,,,,2021-01-01,,,,,,Petrol
,,1.21,,,,,2021-02-01,,,,,,Petrol
,,1.24,,,,,2021-03-01,,,,,,Petrol
,,1.25,,,,,2021-04-01,,,,,,Petrol
,,1.27,,,,,2021-05-01,,,,,,Petrol
,,1.29,,,,,2021-06-01,,,,,,Petrol
,,1.32,,,,,2021-07-01,,,,,,Petrol
,,1.35,,,,,2021-08-01,,,,,,Petrol
,,1.35,,,,,2021-09-01,,,,,,Petrol
,,1.37,,,,,2021-10-01,,,,,,Petrol
,,1.45,,,,,2021-11-01,,,,,,Petrol
,,1.46,,,,,2021-12-01,,,,,,Petrol
,,1.45,,,,,2022-01-01,,,,,,Petrol
,,1.47,,,,,2022-02-01,,,,,,Petrol
,,1.6,,,,,2022-03-01,,,,,,Petrol
,,1.62,,,,,2022-04-01,,,,,,Petrol
,,1.65,,,,,2022-05-01,,,,,,Petrol
,,1.83,,,,,2022-06-01,,,,,,Petrol
,,1.91,,,,,2022-07-01,,,,,,Petrol
,,1.74,,,,,2022-08-01,,,,,,Petrol
,,1.68,,,,,2022-09-01,,,,,,Petrol
,,1.62,,,,,2022-10-01,,,,,,Petrol
,,1.66,,,,,2022-11-01,,,,,,Petrol
